user_id,pilot
72423c,0
ec7e86,0
597a64,0
eccdc8,0
6ae14c,0
c37bbe,0
65fae4,0
f283d7,0
947a6a,0
c563b8,0
c71a22,0
ac4075,0
d1b534,0
e886c8,0
da216e,0
5b5b85,0
22f035,0
1914c2,0
8de497,0
50a53c,0
c01c64,0
53ad1d,0
120501,0
bb3b2d,0
198788,0
b1406f,0
051b39,0
464d0a,0
552921,0
eea04c,0
d9cef1,0
709386,0
1e7567,0
555011,0
183382,0
b7c066,0
91f974,0
d03e62,0
e29aea,0
d082b5,0
95f79f,0
d19e28,0
96411b,0
4213b5,0
d68756,0
fc1b71,0
b6f614,0
c65a72,0
1d29a3,0
d84666,0
f46cbb,0
4b184e,0
8dae42,0
1076fa,0
9d2e28,0
0c022b,0
03e5ec,0
98045c,0
b0ff11,0
bb01a2,0
21f7b1,0
12287b,0
9d61cd,0
cb86fb,0
06d538,0
2d8d7f,0
cc54eb,0
06a362,0
fe34e4,0
302d84,0
37ac20,0
9ffd0c,0
82687a,0
98c57d,0
ff72c6,0
5c31ed,0
2571f5,0
cd87f6,0
3229a4,0
3c9aef,0
4a7a89,0
67edc9,0
3b6d35,0
3484e9,0
325b87,0
ec23cd,0
3130b5,0
8d10a5,0
46fb9b,0
333c66,0
479dcb,0
2de451,0
8b0d42,0
73ec9b,0
e1bfe2,0
bb6ba6,0
d8ea7f,0
a78641,0
1e4bf0,0
ef71a7,0
aaa27c,0
2114e3,0
c28a4d,0
ac6338,0
3c3e8d,0
c38e63,0
12e09e,0
4ff8fd,0
97516d,0
1af916,0
0bed3a,0
92688f,0
e925a1,0
59cc8f,0
79a8ba,0
48aa5b,0
7f866b,0
86f7cc,0
2a5fa8,0
933f87,0
f72172,0
fba9e4,0
60e871,0
c6f04a,0
8419a4,0
d6df1e,0
42b76d,0
85ddff,0
9adebd,0
497378,0
b02902,0
37f0d0,0
cb3183,0
2e7afb,0
a55051,0
180198,0
781961,0
da1109,0
9c1fa4,0
bea7d8,0
d41fb6,0
35b1bb,0
0d7faf,0
0afafb,0
fddb36,0
78f761,0
4b1492,0
3351d4,0
10af7d,0
6d7964,0
29ff47,0
4c4dc5,0
ef46cf,0
760581,0
db874d,0
c5a26a,0
0388e6,0
23b347,0
9e904e,0
8695de,0
30615a,0
383218,0
90de92,0
5de426,0
4e3463,0
ce9edf,0
227c16,0
dea039,0
9cbde2,0
aca368,0
11aa4c,0
4151b8,0
031afe,0
ec7076,0
a25539,0
7c00cb,0
c963f0,0
a3117a,0
16ffd6,0
2e4d13,0
dca0f3,0
1ff891,0
ad022a,0
197914,0
347227,0
aa6a0e,0
951353,0
eae71c,0
19f021,0
30fea9,0
eb864c,0
f81ae0,0
ee294f,0
86e975,0
12da50,0
883cf3,0
d3d6b8,0
e6f5ad,0
f62630,0
1a0f4d,0
7f2c74,0
068f49,0
9bd339,0
dae9de,0
54ce06,0
8f0508,0
bde688,0
5d9267,0
e6a134,0
8b6118,0
2b67a6,0
966695,0
aca511,0
49be9e,0
19f11d,0
b63e12,0
630ab1,0
5c3165,0
b4dd16,0
d1a851,0
b3d6e6,0
58e77f,0
60233c,0
8769b4,0
77b709,0
e6796d,0
953db8,0
9547e8,0
1ed366,0
72c910,0
fff803,0
7c9865,0
32874d,0
a18f72,0
92f849,0
e1e268,0
a0b32d,0
b4a9d6,0
55acb0,0
d04f0d,0
32c40b,0
094bd9,0
bac5b9,0
50725a,0
787b22,0
6e6164,0
e5d9cd,0
bf7eb9,0
b54302,0
c220fe,0
61b924,0
b4741b,0
bf152d,0
8e6898,0
66f6da,0
3dd2c3,0
48beb5,0
bdee96,0
b8268f,0
2c1f4d,0
878f53,0
784ca1,0
fc34d1,0
1167fd,0
ef8ce5,0
80cfa9,0
034b65,0
e191fc,0
9ac969,0
6ea91b,0
475f93,0
288a73,0
cf4791,0
db3cb7,0
e73169,0
728ad6,0
96b859,0
304768,0
384a9f,0
b651e1,0
901afb,0
8a78fa,0
5f4ae2,0
87c63d,0
181175,0
b58a58,0
137783,0
3a5ef1,0
03789f,0
321f40,0
175ccb,0
3e0efb,0
338d31,0
20d7ac,0
a0a597,0
5af7b8,0
e28b34,0
17e68b,0
2ee9df,0
2a74a0,0
5451df,0
95099e,0
927fd6,0
35c48e,0
611512,0
8b403a,0
49d87d,0
320a01,0
2719e8,0
350136,0
132691,0
a1985a,0
cb477f,0
3f1869,0
72fb43,0
1e775c,0
403229,0
42384b,0
3c8cb5,0
5df4bd,0
c421f7,0
621cee,0
9e6658,0
7de040,0
83f953,0
9131c4,0
ef56dc,0
2bb7d8,0
e507bc,0
a78b48,0
c98fc3,0
c9a857,0
9651f6,0
adc87f,0
f79ef6,0
dc216f,0
d41967,0
646257,0
15e753,0
75e763,0
f62154,0
fe0b3f,0
9d27c6,0
9476e1,0
0f5aa2,0
a5b35e,0
eb42db,0
04342d,0
7d9687,0
d2ffa9,0
087a7a,0
534989,0
523423,0
d6a581,0
6b3d50,0
e548a7,0
d45967,0
53224a,0
033734,0
ba579d,0
92e391,0
2e7862,0
d8a437,0
54469d,0
58a8aa,0
154254,0
1dc5e9,0
b09af2,0
37f70c,0
2f624c,0
72bb9e,0
3f4c2c,0
78e28a,0
e65817,0
95dbf8,0
0f80f5,0
980514,0
a5b475,0
00c6f9,0
961541,0
441d74,0
e2943f,0
698f4e,0
017663,0
e4db18,0
1d2e2e,0
0fa08f,0
45e7fc,0
42f3a4,0
874a15,0
527cb0,0
7a6798,0
0f59f6,0
6efc15,0
d40671,0
170bfe,0
485a61,0
2c6a1c,0
3ed1fa,0
838cfe,0
19a190,0
73c1a1,0
b091f2,0
add6ea,0
6b8578,0
220872,0
bd1874,0
427626,0
61c508,0
feb5e4,0
977c8c,0
a99476,0
29d78f,0
eb9816,0
a626d7,0
c28b37,0
cfab42,0
c9faa6,0
600f7e,0
8c9c95,0
26fdcb,0
95ebca,0
48a702,0
aa58e1,0
10df03,0
722ac1,0
b9f681,0
313bc9,0
a51733,0
eae34a,0
33f50c,0
411565,0
3a2b9b,0
dc7342,0
4b6ef0,0
de4f18,0
f7d698,0
9f965b,0
4f6f5b,0
1cacdc,0
c9fd38,0
57e20e,0
32cfe9,0
be96a7,0
326f44,0
753f14,0
767d47,0
5eca95,0
28ca3c,0
60dc9d,0
705dc9,0
935457,0
2a884c,0
8da27a,0
740943,0
552e08,0
371a74,0
183426,0
5277be,0
70ff36,0
8df31d,0
0a230c,0
c3a462,0
4eef09,0
3cfcad,0
d9e597,0
ac4539,0
a99075,0
a6189d,0
9b2537,0
4786c6,0
0b6495,0
1bd626,0
c49497,0
1aed17,0
147fb2,0
57f309,0
5184ec,0
16cda8,0
f755bc,0
ffa00a,0
bd7ae0,0
2292e3,0
2a6e48,0
023b90,0
0db880,0
e0e29d,0
0eb093,0
f0d41a,0
a032e8,0
c81fd2,0
de61c9,0
7a07d9,0
0651e8,0
2d074d,0
9cbc34,0
1b481c,0
39fad8,0
d58a45,0
37b49c,0
dc3e08,0
93fd1f,0
d73199,0
e36d23,0
3cb6e2,0
f8617c,0
eeb50d,0
a045f8,0
7f891f,0
55d41f,0
8551e3,0
fe1c75,0
a71b43,0
87b675,0
f6c1ca,0
96f2ea,0
14d2d6,0
c11d41,0
c5fadf,0
0cc493,0
3832f9,0
d4d518,0
070a33,0
28c7a8,0
8ef2af,0
b1b454,0
9ddbec,0
516eef,0
c794cb,0
fa27ef,0
902c2f,0
0134c8,0
0b1518,0
d13bae,0
fa887c,0
c9f5ba,0
d40249,0
af7825,0
6a521a,0
3ac6a0,0
aad720,0
cb404c,0
0ea74d,0
fab423,0
1eafe1,0
747f25,0
6c6a33,0
d8ed8e,0
adfea1,0
556069,0
bd4001,0
df791a,0
106f58,0
f64d6e,0
6b8a29,0
253e83,0
610493,0
c19d50,0
9b1548,0
1d91ef,0
393ce0,0
0c67b0,0
af1869,0
2d514a,0
a70ab1,0
df7083,0
153b4c,0
730f87,0
9d6d23,0
414f04,0
c9f011,0
884a94,0
0375a9,0
c2dd70,0
7cb1e7,0
071f2b,0
53b62d,0
58a787,0
8cf1fe,0
ef0ffd,0
a19b37,0
783875,0
d919fd,0
891903,0
dd5708,0
19c01d,0
83a877,0
16c07f,0
e7f82d,0
fc6b64,0
1d9be7,0
1dc766,0
fa93d6,0
042aff,0
ea2e4d,0
487f5b,0
193424,0
473037,0
701bb0,0
5afc6b,0
efb5aa,0
36e472,0
b8f78c,0
f4f2af,0
e4807d,0
81d71c,0
795791,0
19cd85,0
7c151b,0
61069b,0
ecd062,0
a06b7e,0
8c1efe,0
e9361f,0
6e067f,0
49b612,0
28299a,0
939be7,0
0b4f29,0
b8f2a5,0
182d4d,0
b68187,0
6e75d2,0
44f029,0
a637b1,0
4e4fcc,0
41cbef,0
6777d2,0
cbbdb4,0
3344c7,0
16df21,0
61668c,0
82d3f4,0
154178,0
8d2c65,0
006feb,0
80a4a2,0
697ca7,0
91bd2d,0
6b512f,0
e51235,0
be474b,0
e66ad3,0
179b73,0
6bb987,0
bc77cc,0
be68e2,0
b6ea9a,0
e854a4,0
5211c1,0
518131,0
eb5999,0
72ae02,0
7a5907,0
072366,0
39e3eb,0
b3da35,0
939f4c,0
9fb35b,0
39896a,0
079601,0
87e04d,0
867e02,0
d72c36,0
c30498,0
8e4bb0,0
7bf429,0
8125c6,0
7d4dad,0
bdc7e0,0
2abc35,0
74eec2,0
38e461,0
7cbabf,0
e3effa,0
484b47,0
0b6bc4,0
f21dfc,0
fa6b23,0
41918e,0
5b385b,0
5195d2,0
25dccb,0
f26e3a,0
04d230,0
2490c5,0
b1bf66,0
23c6e5,0
0caa0e,0
7d20ff,0
e4842d,0
fd4305,0
4f2da1,0
ffa77a,0
c33948,0
96e16c,0
b35af6,0
257ffe,0
f7ad0b,0
e57551,0
57c2dd,0
54e788,0
b5d742,0
7e0b07,0
8861d6,0
199813,0
e540af,0
36118a,0
12b7cc,0
68e526,0
7558a3,0
2d04f9,0
bcd9d8,0
33e80c,0
783306,0
643a74,0
0a9c28,0
6ef814,0
3d039d,0
5097fd,0
e436f5,0
788dcd,0
5c0ab2,0
cf41e1,0
9390de,0
555b15,0
c436cc,0
5bdad4,0
b61f81,0
76c066,0
5a20b1,0
66ce9f,0
e860a6,0
449067,0
756328,0
7992fb,0
9a8da1,0
57785f,0
4459df,0
c1a029,0
adf0d1,0
5e15ec,0
83668e,0
77d826,0
713fbf,0
0b56e9,0
0fd5e9,0
afa049,0
30709c,0
08b7fc,0
8112d3,0
98cb42,0
5cfa86,0
e5f244,0
194a09,0
61a18a,0
4c8b53,0
2b684d,0
443341,0
3a6b20,0
cb89de,0
9e2a83,0
a1b240,0
9a17b4,0
12e4c1,0
a60c07,0
add80a,0
201b76,0
1e77ad,0
0f068f,0
abb29f,0
b225fe,0
461f7c,0
a31681,0
2ec549,0
e3431f,0
c34c8a,0
d332ab,0
065476,0
34fd1f,0
c53abf,0
22e0d6,0
745b86,0
0a6c8f,0
e83df5,0
24b0ff,0
0bc026,0
27bb0d,0
2a8777,0
5bd0c4,0
83762b,0
fcd386,0
fa2bb4,0
22311e,0
d741cd,0
843650,0
8957c2,0
38066d,0
10a390,0
895d7a,0
fccf32,0
a42125,0
460b57,0
645930,0
221a98,0
3a1970,0
940cc1,0
be1b0c,0
391301,0
55f87f,0
f70296,0
00323b,0
6a840f,0
698d4c,0
fecd7b,0
6b17c7,0
39799b,0
e1fe8b,0
c2ba34,0
9784a8,0
be5a10,0
0fc736,0
c8ac44,0
f43aee,0
a64bdc,0
c6c7cd,0
bddcfa,0
dfa4d2,0
d32a67,0
67d2e6,0
9142c0,0
b17155,0
12c062,0
de36cb,0
32e1d5,0
7accd4,0
63a2f6,0
d57f37,0
a416cc,0
751fa5,0
8b9a5b,0
540d5a,0
ce1609,0
7d2500,0
1a5eb2,0
721074,0
212c03,0
8aca60,0
fbc46a,0
3b410d,0
ed28fa,0
fa5ee2,0
d2c019,0
140a84,0
2add98,0
b9ff02,0
237c31,0
c4bd81,0
ec790f,0
796653,0
f1987a,0
4916a9,0
85b6e2,0
96279a,0
039e5c,0
0bec9b,0
0c2bb3,0
b2107a,0
e30757,0
ff6d80,0
ce43eb,0
d0abe0,0
26ba58,0
7e2a35,0
a797b8,0
0e4b82,0
16ede3,0
a815d2,0
811139,0
16cf16,0
f30264,0
61988f,0
